[Header]
LogId=4
InstrumentId=1
Time=04/09/2024 11:02:33
InstrumentFirmware=V5.01
Latitude=43.818300
Longitude=15.246600
SvWaterThreshold=0.000000
CndWaterThreshold=0.000000
PrsWaterThreshold=0.000000
SoundInc=0.000000
UsePressureOffset=False
BatteryShutdownVoltage=0.00
BatteryWarningVoltage=0.00
Filename=026051_2024-09-04_11-02-33.csv
IsNew=False
HasErrors=False
IsInDesignMode=False
[MeasurementMetadata]
Columns=Date,Time,Conductivity,Temperature,Pressure,Battery,Salinity,Density,SVCalculated,Depth
Units=yyyy-mm-dd,hh:mm:ss.ss,mS/cm,°C,dBar,V,PSU,kg/cm^3,mS/cm,m
[MeasurementData]
2024-09-04,11:04:11.52,56.739000000,24.545000000,9.540000000,8.100000000,38.120000000,1025.881000000,1536.840000000,9.460000000
2024-09-04,11:04:12.02,56.786000000,24.533000000,9.430000000,8.070000000,38.166000000,1025.920000000,1536.860000000,9.350000000
2024-09-04,11:04:12.52,56.927000000,24.679000000,9.340000000,8.070000000,38.149000000,1025.862000000,1537.190000000,9.260000000
2024-09-04,11:04:13.02,57.068000000,24.797000000,9.030000000,8.070000000,38.154000000,1025.828000000,1537.480000000,8.960000000
2024-09-04,11:04:13.52,57.078000000,24.811000000,8.830000000,8.100000000,38.150000000,1025.821000000,1537.500000000,8.760000000
2024-09-04,11:04:14.02,57.150000000,24.858000000,8.420000000,8.070000000,38.165000000,1025.816000000,1537.620000000,8.350000000
2024-09-04,11:04:14.52,57.161000000,24.882000000,8.270000000,8.070000000,38.152000000,1025.798000000,1537.670000000,8.200000000
2024-09-04,11:04:15.02,57.292000000,25.002000000,7.950000000,8.070000000,38.150000000,1025.758000000,1537.940000000,7.890000000
2024-09-04,11:04:15.52,57.284000000,25.022000000,7.740000000,8.070000000,38.127000000,1025.733000000,1537.960000000,7.680000000
2024-09-04,11:04:16.02,57.320000000,25.055000000,7.480000000,8.070000000,38.127000000,1025.722000000,1538.040000000,7.420000000
2024-09-04,11:04:16.52,57.340000000,25.065000000,7.200000000,8.070000000,38.133000000,1025.722000000,1538.060000000,7.140000000
2024-09-04,11:04:17.02,57.357000000,25.089000000,7.050000000,8.100000000,38.126000000,1025.709000000,1538.110000000,6.990000000
2024-09-04,11:04:17.52,57.362000000,25.094000000,6.750000000,8.100000000,38.125000000,1025.705000000,1538.120000000,6.700000000
2024-09-04,11:04:18.02,57.370000000,25.110000000,6.620000000,8.070000000,38.118000000,1025.694000000,1538.140000000,6.570000000
2024-09-04,11:04:18.52,57.404000000,25.131000000,6.290000000,8.070000000,38.126000000,1025.692000000,1538.200000000,6.240000000
2024-09-04,11:04:19.02,57.411000000,25.140000000,5.960000000,8.100000000,38.123000000,1025.686000000,1538.210000000,5.910000000
2024-09-04,11:04:19.52,57.420000000,25.147000000,5.840000000,8.100000000,38.124000000,1025.684000000,1538.230000000,5.790000000
2024-09-04,11:04:20.02,57.435000000,25.163000000,5.690000000,8.070000000,38.122000000,1025.677000000,1538.260000000,5.640000000
2024-09-04,11:04:20.52,57.437000000,25.165000000,5.660000000,8.100000000,38.122000000,1025.676000000,1538.260000000,5.610000000
2024-09-04,11:04:21.02,57.444000000,25.168000000,5.550000000,8.070000000,38.124000000,1025.677000000,1538.270000000,5.510000000
2024-09-04,11:04:21.52,57.449000000,25.173000000,5.270000000,8.070000000,38.124000000,1025.674000000,1538.280000000,5.230000000
2024-09-04,11:04:22.02,57.450000000,25.183000000,4.900000000,8.070000000,38.116000000,1025.663000000,1538.290000000,4.860000000
2024-09-04,11:04:22.52,57.489000000,25.212000000,4.810000000,8.070000000,38.121000000,1025.658000000,1538.360000000,4.770000000
2024-09-04,11:04:23.02,57.467000000,25.238000000,4.630000000,8.070000000,38.084000000,1025.620000000,1538.380000000,4.590000000
2024-09-04,11:04:23.52,57.464000000,25.250000000,4.620000000,8.100000000,38.071000000,1025.607000000,1538.390000000,4.580000000
2024-09-04,11:04:24.02,57.525000000,25.261000000,4.460000000,8.070000000,38.107000000,1025.630000000,1538.460000000,4.420000000
2024-09-04,11:04:24.52,57.536000000,25.269000000,4.110000000,8.070000000,38.109000000,1025.628000000,1538.470000000,4.080000000
2024-09-04,11:04:25.02,57.533000000,25.275000000,4.010000000,8.070000000,38.102000000,1025.620000000,1538.470000000,3.980000000
2024-09-04,11:04:25.52,57.558000000,25.295000000,3.820000000,8.070000000,38.104000000,1025.614000000,1538.520000000,3.790000000
2024-09-04,11:04:26.02,57.565000000,25.306000000,3.730000000,8.070000000,38.100000000,1025.607000000,1538.540000000,3.700000000
2024-09-04,11:04:26.52,57.573000000,25.317000000,3.690000000,8.100000000,38.096000000,1025.601000000,1538.560000000,3.660000000
2024-09-04,11:04:27.02,57.579000000,25.322000000,3.620000000,8.070000000,38.097000000,1025.600000000,1538.570000000,3.590000000
2024-09-04,11:04:27.52,57.580000000,25.324000000,3.570000000,8.070000000,38.096000000,1025.598000000,1538.580000000,3.540000000
2024-09-04,11:04:28.02,57.581000000,25.316000000,3.540000000,8.070000000,38.103000000,1025.606000000,1538.570000000,3.510000000
2024-09-04,11:04:28.52,57.579000000,25.317000000,3.270000000,8.070000000,38.101000000,1025.603000000,1538.560000000,3.240000000
2024-09-04,11:04:29.02,57.582000000,25.320000000,3.210000000,8.070000000,38.101000000,1025.602000000,1538.570000000,3.180000000
2024-09-04,11:04:29.52,57.594000000,25.339000000,3.190000000,8.070000000,38.094000000,1025.591000000,1538.600000000,3.160000000
2024-09-04,11:04:30.02,57.599000000,25.344000000,3.150000000,8.070000000,38.093000000,1025.588000000,1538.610000000,3.120000000
2024-09-04,11:04:30.52,57.600000000,25.344000000,3.120000000,8.070000000,38.095000000,1025.589000000,1538.610000000,3.090000000
2024-09-04,11:04:31.02,57.628000000,25.365000000,2.950000000,8.070000000,38.097000000,1025.583000000,1538.660000000,2.930000000
2024-09-04,11:04:31.52,57.638000000,25.383000000,2.690000000,8.070000000,38.090000000,1025.571000000,1538.700000000,2.670000000
2024-09-04,11:04:32.02,57.731000000,25.469000000,2.500000000,8.070000000,38.087000000,1025.542000000,1538.890000000,2.480000000
2024-09-04,11:04:32.52,57.845000000,25.628000000,2.150000000,8.070000000,38.038000000,1025.454000000,1539.210000000,2.130000000
2024-09-04,11:04:33.02,57.936000000,25.691000000,1.820000000,8.070000000,38.054000000,1025.444000000,1539.360000000,1.810000000
2024-09-04,11:04:33.52,57.937000000,25.688000000,1.610000000,8.070000000,38.057000000,1025.447000000,1539.360000000,1.600000000
2024-09-04,11:04:34.02,57.956000000,25.712000000,1.290000000,8.070000000,38.051000000,1025.433000000,1539.400000000,1.280000000
2024-09-04,11:04:34.52,57.965000000,25.717000000,1.080000000,8.070000000,38.054000000,1025.433000000,1539.410000000,1.070000000
2024-09-04,11:04:35.02,57.998000000,25.756000000,0.730000000,8.070000000,38.045000000,1025.413000000,1539.490000000,0.720000000
2024-09-04,11:04:35.52,58.022000000,25.777000000,0.600000000,8.070000000,38.046000000,1025.406000000,1539.540000000,0.600000000
2024-09-04,11:04:36.02,58.106000000,25.865000000,0.290000000,8.100000000,38.035000000,1025.369000000,1539.730000000,0.290000000
2024-09-04,11:04:36.52,58.117000000,25.862000000,0.110000000,8.070000000,38.046000000,1025.378000000,1539.730000000,0.110000000
2024-09-04,11:04:37.02,58.109000000,25.865000000,-0.180000000,8.070000000,38.038000000,1025.369000000,1539.720000000,-0.180000000
2024-09-04,11:04:37.52,18.339000000,25.647000000,-0.160000000,8.100000000,10.691000000,1004.893000000,1510.010000000,-0.160000000
2024-09-04,11:04:38.02,17.364000000,25.480000000,-0.170000000,8.100000000,10.111000000,1004.506000000,1508.960000000,-0.170000000
